"","X","file_id","newspaper_name","lynch_address","date","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","url","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Newspaper_Region2"
"1955",2820,17987,"Omaha daily bee. ","Danville, IL","8/26/1903","Omaha , Nebraska",-95.9345,41.256537,"Omaha ","NE",1903,"seq-1","https://articleextractor.org/pages/17987/nbu_norris_ver01/sn99021999/1903/08/26/ed-1/seq-1/1","Danville","IL","sn99021999",-87.630021,40.124481,442,"N","1900s","Nebraska","North Central","Misc"
"1956",2821,17988,"The Madison daily leader ","Farmington, LA","7/29/1903","Madison, South Dakota",-97.11395,44.006085,"Madison","SD",1903,"seq-2","https://articleextractor.org/pages/17988/sdhi_faroe_ver01/sn99062034/1903/07/29/ed-2/seq-2/1","Farmington","LA","sn99062034",-121.000217,37.929925,1311,"N","1900s","South Dakota","North Central","Misc"
"1957",2822,17989,"The Norfolk weekly news-journal. ","Bradley, AR","4/3/1903","Norfolk, Nebraska",-97.41682,42.032717,"Norfolk","NE",1903,"seq-5","https://articleextractor.org/pages/17989/nbu_gering_ver01/sn95070058/1903/04/03/ed-1/seq-5/1","Bradley","AR","sn95070058",-93.655681,33.097851,651,"N","1900s","Nebraska","North Central","Misc"
"1958",2823,17990,"The Hawaiian star ","Shelbyville, KY","1/16/1911","Honolulu , Hawaii",-157.85814,21.309884,"Honolulu ","HI",1911,"seq-3","https://articleextractor.org/pages/17990/hihouml_ecru_ver01/sn82015415/1911/01/16/ed-1/seq-3/1","Shelbyville","KY","sn82015415",-85.223567,38.212014,4405,"N","1910s","Hawaii","West","Misc"
"1959",2824,17991,"Waterbury evening Democrat ","Atlanta, GA","4/24/1899","Waterbury, Connecticut",-73.0515,41.558152,"Waterbury","CT",1899,"seq-1","https://articleextractor.org/pages/17991/ct_hickory_ver01/2016270503/1899/04/24/ed-1/seq-1/1","Atlanta","GA","2016270503",-84.387684,33.748752,822,"N","1890s","Connecticut","Northeast","North"
"1960",2825,17991,"Waterbury evening Democrat ","NA, NA","4/24/1899","Waterbury, Connecticut",-73.0515,41.558152,"Waterbury","CT",1899,"seq-1","https://articleextractor.org/pages/17991/ct_hickory_ver01/2016270503/1899/04/24/ed-1/seq-1/1",NA,NA,"2016270503",NA,NA,NA,"N","1890s","Connecticut","Northeast","North"
"1961",2828,17993,"Dakota farmers' leader. ","NA, NA","11/6/1903","Canton, South Dakota",-99.90181,43.969515,"Canton","SD",1903,"seq-3","https://articleextractor.org/pages/17993/mnhi_volvo_ver01/sn00065127/1903/11/06/ed-1/seq-3/1",NA,NA,"sn00065127",NA,NA,NA,"N","1900s","South Dakota","North Central","Misc"
"1962",2829,17994,"The sun ","Sheridan, AR","10/8/1903","New York , New York",-74.00597,40.712775,"New York ","NY",1903,"seq-14","https://articleextractor.org/pages/17994/nn_decartes_ver01/sn83030272/1903/10/08/ed-1/seq-14/1","Sheridan","AR","sn83030272",-92.399141,34.306833,1099,"N","1900s","New York","Northeast","North"
"1963",2830,17995,"Omaha daily bee. ","Fremont, OH","5/10/1903","Omaha , Nebraska",-95.9345,41.256537,"Omaha ","NE",1903,"seq-2","https://articleextractor.org/pages/17995/nbu_lee_ver01/sn99021999/1903/05/10/ed-1/seq-2/1","Fremont","OH","sn99021999",-83.121863,41.35033,665,"N","1900s","Nebraska","North Central","Misc"
"1964",2832,17996,"Bismarck daily tribune ","Guerdon, AR","4/24/1903","Bismarck, North Dakota",-100.78769,46.805495,"Bismarck","ND",1903,"seq-1","https://articleextractor.org/pages/17996/ndhi_bisbee_ver01/sn85042242/1903/04/24/ed-1/seq-1/1","Guerdon","AR","sn85042242",-93.152741,33.919885,977,"N","1900s","North Dakota","North Central","Misc"
"1965",2834,17998,"The Intermountain Catholic. ","Joplin, MO","4/18/1903","Salt Lake City , Colorado",-105.78207,39.550051,"Salt Lake City ","CO",1903,"seq-3","https://articleextractor.org/pages/17998/uuml_kirilenko_ver01/sn93062856/1903/04/18/ed-1/seq-3/1","Joplin","MO","sn93062856",-94.513281,37.084227,634,"N","1900s","Colorado","West","Misc"
"1966",2835,17999,"New-York tribune ","no lynching, NA","8/10/1903","New York , New York",-74.00597,40.712775,"New York ","NY",1903,"seq-8","https://articleextractor.org/pages/17999/dlc_haiti_ver01/sn83030214/1903/08/10/ed-1/seq-8/1","no lynching",NA,"sn83030214",NA,NA,NA,"N","1900s","New York","Northeast","North"
"1967",2836,18000,"Courier Democrat. ","Vicksburg, MS","5/14/1903","Langdon, North Dakota",-98.36817,48.760001,"Langdon","ND",1903,"seq-3","https://articleextractor.org/pages/18000/ndhi_europium_ver01/sn88076432/1903/05/14/ed-1/seq-3/1","Vicksburg","MS","sn88076432",-90.877882,32.352646,1200,"N","1900s","North Dakota","North Central","Misc"
"1968",2837,18001,"The Norfolk weekly news-journal. ","St. Louis, MO","7/24/1903","Norfolk, Nebraska",-97.41682,42.032717,"Norfolk","NE",1903,"seq-9","https://articleextractor.org/pages/18001/nbu_gering_ver01/sn95070058/1903/07/24/ed-1/seq-9/1","St. Louis","MO","sn95070058",-90.199404,38.627003,447,"N","1900s","Nebraska","North Central","Misc"
"1969",2838,18001,"The Norfolk weekly news-journal. ","NA, NA","7/24/1903","Norfolk, Nebraska",-97.41682,42.032717,"Norfolk","NE",1903,"seq-9","https://articleextractor.org/pages/18001/nbu_gering_ver01/sn95070058/1903/07/24/ed-1/seq-9/1",NA,NA,"sn95070058",NA,NA,NA,"N","1900s","Nebraska","North Central","Misc"
"1970",2846,18003,"The Sauk Centre herald. ","Asotin, WA","8/13/1903","Sauk Centre, Minnesota",-94.95252,45.737465,"Sauk Centre","MN",1903,"seq-8","https://articleextractor.org/pages/18003/mnhi_baseball_ver02/sn89064489/1903/08/13/ed-1/seq-8/1","Asotin","WA","sn89064489",-117.048212,46.339326,1058,"N","1900s","Minnesota","North Central","North"
"1971",2847,18004,"Bismarck daily tribune ","Belcher, LA","12/2/1903","Bismarck, North Dakota",-100.78769,46.805495,"Bismarck","ND",1903,"seq-1","https://articleextractor.org/pages/18004/ndhi_bisbee_ver01/sn85042242/1903/12/02/ed-1/seq-1/1","Belcher","LA","sn85042242",-93.832958,32.748754,1039,"N","1900s","North Dakota","North Central","Misc"
"1972",2848,18005,"Deseret evening news ","Brooklyn, NY","7/20/1903","Great Salt Lake, Utah",-112.47683,41.115791,"Great Salt Lake","UT",1903,"seq-1","https://articleextractor.org/pages/18005/uuml_twelve_ver01/sn83045555/1903/07/20/ed-1/seq-1/1","Brooklyn","NY","sn83045555",-73.944158,40.678178,1998,"N","1900s","Utah","West","Misc"
"1973",2849,18005,"Deseret evening news ","NA, NA","7/20/1903","Great Salt Lake, Utah",-112.47683,41.115791,"Great Salt Lake","UT",1903,"seq-1","https://articleextractor.org/pages/18005/uuml_twelve_ver01/sn83045555/1903/07/20/ed-1/seq-1/1",NA,NA,"sn83045555",NA,NA,NA,"N","1900s","Utah","West","Misc"
"1974",2852,18006,"The Big Sandy news ","Sullivan County, IN","1/9/1903","Louisa, Kentucky",-82.60321,38.114254,"Louisa","KY",1903,"seq-1","https://articleextractor.org/pages/18006/kyu_flamingo_ver01/sn83004226/1903/01/09/ed-1/seq-1/1","Sullivan County","IN","sn83004226",-87.420752,39.084312,269,"N","1900s","Kentucky","South","Border"
"1975",2853,18007,"The Hocking sentinel ","Henderson, TX","8/27/1903","Logan, Ohio",-82.4071,39.540067,"Logan","OH",1903,"seq-2","https://articleextractor.org/pages/18007/ohi_delta_ver01/sn85038119/1903/08/27/ed-1/seq-2/1","Henderson","TX","sn85038119",-94.79938,32.153216,861,"N","1900s","Ohio","North Central","North"
"1976",2854,18008,"Ottumwa semi-weekly courier ","Wrightsville, GA","2/10/1903","Ottumwa, Iowa",-92.4083,41.016029,"Ottumwa","IA",1903,"seq-1","https://articleextractor.org/pages/18008/iahi_isbell_ver01/sn86061214/1903/02/10/ed-1/seq-1/1","Wrightsville","GA","sn86061214",-82.719859,32.729328,784,"N","1900s","Iowa","North Central","North"
"1977",2855,18009,"Highland recorder. ","Nashville, TN","10/16/1903","Monterey, Virginia",-79.5806,38.412343,"Monterey","VA",1903,"seq-1","https://articleextractor.org/pages/18009/vi_aerosmith_ver01/sn95079246/1903/10/16/ed-1/seq-1/1","Nashville","TN","sn95079246",-86.781602,36.162664,426,"N","1900s","Virginia","South","South"
"1978",2856,18010,"The Guthrie daily leader ","Des Moines, IA","5/23/1894","Guthrie, Oklahoma",-97.42532,35.878937,"Guthrie","OK",1894,"seq-1","https://articleextractor.org/pages/18010/okhi_ellis_ver01/sn86063952/1894/05/23/ed-1/seq-1/1","Des Moines","IA","sn86063952",-93.624959,41.586835,445,"N","1890s","Oklahoma","South","Misc"
"1979",2857,18010,"The Guthrie daily leader ","NA, NA","5/23/1894","Guthrie, Oklahoma",-97.42532,35.878937,"Guthrie","OK",1894,"seq-1","https://articleextractor.org/pages/18010/okhi_ellis_ver01/sn86063952/1894/05/23/ed-1/seq-1/1",NA,NA,"sn86063952",NA,NA,NA,"N","1890s","Oklahoma","South","Misc"
"1980",2860,18011,"The sun ","Atlanta, GA","5/24/1893","New York , New York",-74.00597,40.712775,"New York ","NY",1893,"seq-1","https://articleextractor.org/pages/18011/nn_fernandez_ver01/sn83030272/1893/05/24/ed-1/seq-1/1","Atlanta","GA","sn83030272",-84.387684,33.748752,747,"N","1890s","New York","Northeast","North"
"1981",2861,18011,"The sun ","NA, NA","5/24/1893","New York , New York",-74.00597,40.712775,"New York ","NY",1893,"seq-1","https://articleextractor.org/pages/18011/nn_fernandez_ver01/sn83030272/1893/05/24/ed-1/seq-1/1",NA,NA,"sn83030272",NA,NA,NA,"N","1890s","New York","Northeast","North"
"1982",2864,18012,"The Hope pioneer ","Monroe County, AR","1/20/1893","Hope, North Dakota",-97.72232,47.32221,"Hope","ND",1893,"seq-2","https://articleextractor.org/pages/18012/ndhi_argon_ver01/sn87096037/1893/01/20/ed-1/seq-2/1","Monroe County","AR","sn87096037",-91.135302,34.591875,945,"N","1890s","North Dakota","North Central","Misc"
"1983",2865,18013,"The Big Sandy news ","Memphis, TN","10/20/1893","Louisa, Kentucky",-82.60321,38.114254,"Louisa","KY",1893,"seq-3","https://articleextractor.org/pages/18013/kyu_flamingo_ver01/sn83004226/1893/10/20/ed-1/seq-3/1","Memphis","TN","sn83004226",-90.04898,35.149534,461,"N","1890s","Kentucky","South","Border"
"1984",2866,18014,"The Penn's Grove record ","Adairville, KY","7/27/1894","Penn's Grove, New Jersey",-75.46797,39.729558,"Penn's Grove","NJ",1894,"seq-1","https://articleextractor.org/pages/18014/njr_irene_ver02/sn85035524/1894/07/27/ed-1/seq-1/1","Adairville","KY","sn85035524",-86.851942,36.667543,653,"N","1890s","New Jersey","Northeast","North"
"1985",2868,18015,"The sun ","NA, NA","12/6/1893","New York , New York",-74.00597,40.712775,"New York ","NY",1893,"seq-4","https://articleextractor.org/pages/18015/nn_neruda_ver01/sn83030272/1893/12/06/ed-1/seq-4/1",NA,NA,"sn83030272",NA,NA,NA,"N","1890s","New York","Northeast","North"
"1986",2869,18016,"The Atlanta constitution ","Princton, KY","10/22/1894","Atlanta, Georgia",-84.38768,33.748752,"Atlanta","GA",1894,"seq-3","https://articleextractor.org/pages/18016/gu_fornax_ver01/sn89053706/1894/10/22/ed-1/seq-3/1","Princton","KY","sn89053706",-87.881959,37.109216,305,"N","1890s","Georgia","South","South"
"1987",2870,18017,"Omaha daily bee. ","NA, NA","12/12/1893","Omaha , Nebraska",-95.9345,41.256537,"Omaha ","NE",1893,"seq-4","https://articleextractor.org/pages/18017/nbu_beatrice_ver01/sn99021999/1893/12/12/ed-1/seq-4/1",NA,NA,"sn99021999",NA,NA,NA,"N","1890s","Nebraska","North Central","Misc"
"1988",2872,18018,"The News-Herald ","Cleveland, OH","4/19/1894","Hillsboro, Ohio",-83.61159,39.202287,"Hillsboro","OH",1894,"seq-3","https://articleextractor.org/pages/18018/ohi_india_ver01/sn85038161/1894/04/19/ed-1/seq-3/1","Cleveland","OH","sn85038161",-81.694361,41.49932,188,"Y","1890s","Ohio","North Central","North"
"1989",2873,18019,"Pierre weekly free press. ","New Orleans, LA","10/19/1893","Pierre, South Dakota",-100.35375,44.366788,"Pierre","SD",1893,"seq-3","https://articleextractor.org/pages/18019/sdhi_interceptor_ver01/sn98062890/1893/10/19/ed-1/seq-3/1","New Orleans","LA","sn98062890",-90.071532,29.951066,1145,"N","1890s","South Dakota","North Central","Misc"
"1990",2874,18021,"Courier Democrat. ","Joplin, MO","6/18/1903","Langdon, North Dakota",-98.36817,48.760001,"Langdon","ND",1903,"seq-2","https://articleextractor.org/pages/18021/ndhi_europium_ver01/sn88076432/1903/06/18/ed-1/seq-2/1","Joplin","MO","sn88076432",-94.513281,37.084227,831,"N","1900s","North Dakota","North Central","Misc"
"1991",2877,18022,"The morning news ","Columbia, SC","5/11/1893","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA",1893,"seq-1","https://articleextractor.org/pages/18022/gu_drew_ver02/sn86063034/1893/05/11/ed-1/seq-1/1","Columbia","SC","sn86063034",-81.034814,34.00071,133,"N","1890s","Georgia","South","South"
"1992",2878,18024,"Daily Kennebec journal ","NA, NA","9/26/1893","Augusta, Maine",-69.77949,44.310624,"Augusta","ME",1893,"seq-1","https://articleextractor.org/pages/18024/me_freeport_ver01/sn82014248/1893/09/26/ed-1/seq-1/1",NA,NA,"sn82014248",NA,NA,NA,"N","1890s","Maine","Northeast","North"
"1993",2879,18025,"The Ohio Democrat. ","Milton, TN","9/8/1894","Logan, Ohio",-82.4071,39.540067,"Logan","OH",1894,"seq-1","https://articleextractor.org/pages/18025/ohi_delta_ver01/sn87075048/1894/09/08/ed-1/seq-1/1","Milton","TN","sn87075048",-86.181657,35.929786,324,"N","1890s","Ohio","North Central","North"
"1994",2880,18026,"The farmers' union. ","Cornersville, AK","7/27/1893","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO",1893,"seq-6","https://articleextractor.org/pages/18026/mohi_flash_ver02/sn89067453/1893/07/27/ed-1/seq-6/1","Cornersville","AK","sn89067453",-86.839724,35.361465,457,"N","1890s","Missouri","North Central","Border"
"1995",2881,18027,"Highland recorder. ","Colquitt County, GA","8/21/1903","Monterey, Virginia",-79.5806,38.412343,"Monterey","VA",1903,"seq-1","https://articleextractor.org/pages/18027/vi_aerosmith_ver01/sn95079246/1903/08/21/ed-1/seq-1/1","Colquitt County","GA","sn95079246",-83.847302,31.207286,554,"N","1900s","Virginia","South","South"
"1996",2884,18028,"The Topeka state journal ","Oxford, OH","10/2/1903","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1903,"seq-1","https://articleextractor.org/pages/18028/khi_gygax_ver01/sn82016014/1903/10/02/ed-1/seq-1/1","Oxford","OH","sn82016014",-84.745231,39.506997,586,"N","1900s","Kansas","North Central","North"
"1997",2886,18029,"Evening times-Republican ","Hudson, IA","8/12/1903","Marshalltown, Iowa",-92.90804,42.049467,"Marshalltown","IA",1903,"seq-2","https://articleextractor.org/pages/18029/iahi_duesenberg_ver01/sn85049554/1903/08/12/ed-1/seq-2/1","Hudson","IA","sn85049554",-92.455467,42.406653,34,"Y","1900s","Iowa","North Central","North"
"1998",2887,18030,"Mrs. Grundy of Grundy. ","Joplin, MO","4/23/1903","Tracy City, Tennessee",-85.73608,35.260357,"Tracy City","TN",1903,"seq-3","https://articleextractor.org/pages/18030/tu_eddie_ver02/sn99065803/1903/04/23/ed-1/seq-3/1","Joplin","MO","sn99065803",-94.513281,37.084227,506,"N","1900s","Tennessee","South","South"
"1999",2888,18032,"Americus times-recorder ","NA, NA","8/7/1903","Americus, Georgia",-84.23269,32.072386,"Americus","GA",1903,"seq-2","https://articleextractor.org/pages/18032/gu_ara_ver01/sn89053204/1903/08/07/ed-1/seq-2/1",NA,NA,"sn89053204",NA,NA,NA,"N","1900s","Georgia","South","South"
"2000",2889,18033,"The Topeka state journal ","NA, NA","8/25/1903","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1903,"seq-6","https://articleextractor.org/pages/18033/khi_gygax_ver01/sn82016014/1903/08/25/ed-1/seq-6/1",NA,NA,"sn82016014",NA,NA,NA,"N","1900s","Kansas","North Central","North"
"2001",2890,18035,"The Anaconda standard ","Millinton, TN","12/30/1894","Anaconda, Montana",-112.94784,46.1263,"Anaconda","MT",1894,"seq-16","https://articleextractor.org/pages/18035/mthi_darter_ver01/sn84036012/1894/12/30/ed-1/seq-16/1","Millinton","TN","sn84036012",-89.897308,35.341474,1412,"N","1890s","Montana","West","Misc"
"2002",2892,18036,"Baxter Springs news ","Princeton, KY","11/3/1894","Baxter Springs, Kansas",-94.7355,37.023676,"Baxter Springs","KS",1894,"seq-4","https://articleextractor.org/pages/18036/khi_jones_ver01/sn83040592/1894/11/03/ed-1/seq-4/1","Princeton","KY","sn83040592",-87.881959,37.109216,378,"N","1890s","Kansas","North Central","North"
"2003",2894,18037,"The morning news ","Denmark, SC","5/11/1893","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA",1893,"seq-2","https://articleextractor.org/pages/18037/gu_drew_ver02/sn86063034/1893/05/11/ed-1/seq-2/1","Denmark","SC","sn86063034",-81.142324,33.322655,86,"N","1890s","Georgia","South","South"
"2004",2895,18038,"The Hocking sentinel ","Ottumwa, IA","7/16/1903","Logan, Ohio",-82.4071,39.540067,"Logan","OH",1903,"seq-2","https://articleextractor.org/pages/18038/ohi_delta_ver01/sn85038119/1903/07/16/ed-1/seq-2/1","Ottumwa","IA","sn85038119",-92.408302,41.016029,537,"N","1900s","Ohio","North Central","North"
"2005",2898,18040,"The morning news ","NA, NA","3/29/1893","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA",1893,"seq-4","https://articleextractor.org/pages/18040/gu_drew_ver02/sn86063034/1893/03/29/ed-1/seq-4/1",NA,NA,"sn86063034",NA,NA,NA,"N","1890s","Georgia","South","South"
"2006",2899,18041,"Semi-weekly interior journal ","Varner, AR","11/17/1893","Stanford, Kentucky",-84.66189,37.53119,"Stanford","KY",1893,"seq-2","https://articleextractor.org/pages/18041/kyu_casablanca_ver01/sn85052020/1893/11/17/ed-1/seq-2/1","Varner","AR","sn85052020",-91.61889,34.03833,459,"N","1890s","Kentucky","South","Border"
"2007",2900,18042,"Rock Island Argus. ","Little Rock, AR","12/8/1893","Rock Island, Illinois",-90.57875,41.509477,"Rock Island","IL",1893,"seq-1","https://articleextractor.org/pages/18042/iune_ephemera_ver01/sn92053934/1893/12/08/ed-1/seq-1/1","Little Rock","AR","sn92053934",-92.288016,34.744462,477,"N","1890s","Illinois","North Central","North"
"2008",2901,18043,"Fisherman & farmer ","NA, NA","2/17/1893","Edenton, North Carolina",-76.60772,36.057938,"Edenton","NC",1893,"seq-7","https://articleextractor.org/pages/18043/ncu_elk_ver01/sn91068084/1893/02/17/ed-1/seq-7/1",NA,NA,"sn91068084",NA,NA,NA,"N","1890s","North Carolina","South","South"
"2009",2902,18044,"The Helena independent ","NA, NA","5/7/1893","Helena, Montana",-112.03911,46.589145,"Helena","MT",1893,"seq-4","https://articleextractor.org/pages/18044/mthi_kelseya_ver02/sn83025308/1893/05/07/ed-1/seq-4/1",NA,NA,"sn83025308",NA,NA,NA,"N","1890s","Montana","West","Misc"
"2010",2903,18045,"Alma record. ","NA, KS","5/18/1894","Alma, Michigan",-84.66024,43.378969,"Alma","MI",1894,"seq-6","https://articleextractor.org/pages/18045/mimtptc_chelsea_ver01/sn85038709/1894/05/18/ed-1/seq-6/1",NA,"KS","sn85038709",NA,NA,NA,"N","1890s","Michigan","North Central","North"
"2011",2904,18046,"The Durham daily globe. ","Quincy, MS","9/9/1893","Durham, North Carolina",-78.89862,35.994033,"Durham","NC",1893,"seq-1","https://articleextractor.org/pages/18046/ncu_fisher_ver01/sn91068305/1893/09/09/ed-1/seq-1/1","Quincy","MS","sn91068305",-88.366985,33.909832,556,"N","1890s","North Carolina","South","South"
"2012",2905,18047,"Vermont phœnix ","New Orleans, LA","9/22/1893","Brattleboro, Vermont",-72.55787,42.850915,"Brattleboro","VT",1893,"seq-5","https://articleextractor.org/pages/18047/vtu_eden_ver01/sn98060050/1893/09/22/ed-1/seq-5/1","New Orleans","LA","sn98060050",-90.071532,29.951066,1317,"N","1890s","Vermont","Northeast","North"
"2013",2906,18048,"Rock Island daily Argus. ","Charleston, SC","9/30/1893","Rock Island, Illinois",-90.57875,41.509477,"Rock Island","IL",1893,"seq-8","https://articleextractor.org/pages/18048/iune_deckle_ver01/sn92053945/1893/09/30/ed-1/seq-8/1","Charleston","SC","sn92053945",-79.931051,32.776475,841,"N","1890s","Illinois","North Central","North"
"2014",2907,18049,"Daily public ledger ","NA, NA","4/6/1893","Maysville, Kentucky",-83.74437,38.641185,"Maysville","KY",1893,"seq-3","https://articleextractor.org/pages/18049/kyu_fargo_ver01/sn86069117/1893/04/06/ed-1/seq-3/1",NA,NA,"sn86069117",NA,NA,NA,"N","1890s","Kentucky","South","Border"
"2015",2908,18050,"The free press. ","Denver, CO","8/3/1893","Poplarville, Mississippi",-89.53423,30.840186,"Poplarville","MS",1893,"seq-2","https://articleextractor.org/pages/18050/msar_flint_ver01/sn87065567/1893/08/03/ed-1/seq-2/1","Denver","CO","sn87065567",-104.990251,39.739236,1065,"N","1890s","Mississippi","South","South"
"2016",2910,18051,"The comet. ","Chattanooga, TN","10/26/1893","Johnson City, Tennessee",-82.35347,36.31344,"Johnson City","TN",1893,"seq-1","https://articleextractor.org/pages/18051/tu_hubert_ver01/sn89058128/1893/10/26/ed-1/seq-1/1","Chattanooga","TN","sn89058128",-85.309399,35.045798,188,"Y","1890s","Tennessee","South","South"
"2017",2911,18052,"The state chronicle ","Bedford, IN","5/16/1893","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC",1893,"seq-1","https://articleextractor.org/pages/18052/ncu_jefferson_ver02/sn92072978/1893/05/16/ed-1/seq-1/1","Bedford","IN","sn92072978",-86.487215,38.861162,481,"N","1890s","North Carolina","South","South"
"2018",2912,18053,"The Kimball graphic. ","Little Rock, AK","5/13/1893","Kimball, South Dakota",-98.95843,43.746665,"Kimball","SD",1893,"seq-1","https://articleextractor.org/pages/18053/sdhi_falcon_ver01/sn99068076/1893/05/13/ed-1/seq-1/1","Little Rock","AK","sn99068076",-92.288016,34.744462,717,"N","1890s","South Dakota","North Central","Misc"
"2019",2913,18055,"Idaho semi-weekly world ","NA, NA","1/3/1893","Idaho City, Idaho",-115.83455,43.828505,"Idaho City","ID",1893,"seq-2","https://articleextractor.org/pages/18055/idhi_eliot_ver01/sn84022135/1893/01/03/ed-1/seq-2/1",NA,NA,"sn84022135",NA,NA,NA,"N","1890s","Idaho","West","Misc"
"2020",2914,18056,"The morning news ","Columbia, SC","12/7/1893","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA",1893,"seq-1","https://articleextractor.org/pages/18056/gu_drew_ver02/sn86063034/1893/12/07/ed-1/seq-1/1","Columbia","SC","sn86063034",-81.034814,34.00071,133,"N","1890s","Georgia","South","South"
"2021",2915,18056,"The morning news ","Greenwood, SC","12/7/1893","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA",1893,"seq-1","https://articleextractor.org/pages/18056/gu_drew_ver02/sn86063034/1893/12/07/ed-1/seq-1/1","Greenwood","SC","sn86063034",-82.161788,34.1954,159,"N","1890s","Georgia","South","South"
"2022",2918,18057,"Morning appeal ","Columbia, LA","12/30/1893","Carson City, Nevada",-119.7674,39.163798,"Carson City","NV",1893,"seq-3","https://articleextractor.org/pages/18057/nvln_fallon_ver02/sn86076999/1893/12/30/ed-1/seq-3/1","Columbia","LA","sn86076999",-92.077913,32.105157,1624,"N","1890s","Nevada","West","North"
"2023",2919,18058,"Macon beacon ","New Orleans, LA","1/7/1893","Macon, Mississippi",-88.56088,33.105404,"Macon","MS",1893,"seq-1","https://articleextractor.org/pages/18058/msar_applejack_ver01/sn83016943/1893/01/07/ed-1/seq-1/1","New Orleans","LA","sn83016943",-90.071532,29.951066,236,"N","1890s","Mississippi","South","South"
"2024",2922,18059,"Griggs courier. ","NA, NA","4/22/1892","Cooperstown, North Dakota",-98.12398,47.444438,"Cooperstown","ND",1892,"seq-2","https://articleextractor.org/pages/18059/ndhi_dysprosium_ver01/sn88076998/1892/04/22/ed-1/seq-2/1",NA,NA,"sn88076998",NA,NA,NA,"N","1890s","North Dakota","North Central","Misc"
"2025",2923,18060,"The Ohio Democrat. ","Mountain Iron, MN","8/19/1893","Logan, Ohio",-82.4071,39.540067,"Logan","OH",1893,"seq-1","https://articleextractor.org/pages/18060/ohi_delta_ver01/sn87075048/1893/08/19/ed-1/seq-1/1","Mountain Iron","MN","sn87075048",-92.623515,47.532427,752,"N","1890s","Ohio","North Central","North"
"2026",2930,18061,"The farmers' union. ","Bedford, IN","5/18/1893","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO",1893,"seq-4","https://articleextractor.org/pages/18061/mohi_flash_ver02/sn89067453/1893/05/18/ed-1/seq-4/1","Bedford","IN","sn89067453",-86.487215,38.861162,322,"N","1890s","Missouri","North Central","Border"
"2027",2931,18062,"Asheville daily citizen ","NA, NA","10/5/1893","Asheville, North Carolina",-82.55149,35.595058,"Asheville","NC",1893,"seq-1","https://articleextractor.org/pages/18062/ncu_cane_ver01/sn91068076/1893/10/05/ed-1/seq-1/1",NA,NA,"sn91068076",NA,NA,NA,"N","1890s","North Carolina","South","South"
"2028",2932,18063,"The Topeka state journal ","Lexington, SC","11/28/1922","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1922,"seq-10","https://articleextractor.org/pages/18063/khi_arbuckle_ver02/sn82016014/1922/11/28/ed-1/seq-10/1","Lexington","SC","sn82016014",-81.236211,33.981537,875,"N","1920s","Kansas","North Central","North"
"2029",2933,18064,"Omaha daily bee. ","Ottumwa, IA","11/28/1893","Omaha , Nebraska",-95.9345,41.256537,"Omaha ","NE",1893,"seq-4","https://articleextractor.org/pages/18064/nbu_beatrice_ver01/sn99021999/1893/11/28/ed-1/seq-4/1","Ottumwa","IA","sn99021999",-92.408302,41.016029,184,"N","1890s","Nebraska","North Central","Misc"
"2030",2934,18065,"Palatka daily news ","Atlanta, GA","9/3/1922","Palatka, Florida",-81.63758,29.64858,"Palatka","FL",1922,"seq-1","https://articleextractor.org/pages/18065/fu_emerson_ver01/sn78001466/1922/09/03/ed-1/seq-1/1","Atlanta","GA","sn78001466",-84.387684,33.748752,327,"N","1920s","Florida","South","South"
"2031",2935,18066,"The evening world ","NA, NA","6/14/1922","New York, New York",-74.00597,40.712775,"New York","NY",1922,"seq-19","https://articleextractor.org/pages/18066/nn_nelson_ver01/sn83030193/1922/06/14/ed-1/seq-19/1",NA,NA,"sn83030193",NA,NA,NA,"N","1920s","New York","Northeast","North"
"2032",2936,18067,"The Columbia evening Missourian ","Irvington, GA","5/23/1922","Columbia, Missouri",-92.33407,38.951705,"Columbia","MO",1922,"seq-1","https://articleextractor.org/pages/18067/mohi_dred_ver01/sn89066316/1922/05/23/ed-1/seq-1/1","Irvington","GA","sn89066316",-83.172654,32.811259,666,"N","1920s","Missouri","North Central","Border"
"2033",2937,18068,"Martinsburg independent ","Loudon, TN","1/7/1893","Martinsburg, West Virginia",-77.96389,39.45621,"Martinsburg","WV",1893,"seq-3","https://articleextractor.org/pages/18068/wvu_duval_ver01/sn84038206/1893/01/07/ed-1/seq-3/1","Loudon","TN","sn84038206",-84.333811,35.732854,434,"N","1890s","West Virginia","South","Border"
