"","X","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"89",359,359,359,358,"1894-09-08","Macon beacon","Macon","Miss","https://articleextractor.org/pages//358/msar_applejack_ver01/sn83016943/1894/09/08/ed-1/seq-1/0?user_id=6","sn83016943",1894,9,8,"ed-1","Macon,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"90",360,360,360,359,"1894-03-21","Staunton spectator","Staunton","Va","https://articleextractor.org/pages//359/vi_lure_ver01/sn84024718/1894/03/21/ed-1/seq-2/0?user_id=6","sn84024718",1894,3,21,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"91",377,377,377,376,"1899-05-13","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//376/vi_red_ver01/sn85025007/1899/05/13/ed-1/seq-2/0?user_id=6","sn85025007",1899,5,13,"ed-1","Alexandria,  D.C",0,"2023-08-19 14:04:30",0,1,0,0,9,"Generic User 3","DC"
"92",378,378,378,377,"1894-06-02","The daily herald","Brownsville","Te","https://articleextractor.org/pages//377/txdn_alpha_ver01/sn86089174/1894/06/02/ed-1/seq-2/0?user_id=6","sn86089174",1894,6,2,"ed-1","Brownsville,  Te",0,"2023-08-19 14:05:53",0,1,0,0,9,"Generic User 3","TX"
"93",384,384,384,383,"1899-07-22","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//383/vi_red_ver01/sn85025007/1899/07/22/ed-1/seq-2/0?user_id=6","sn85025007",1899,7,22,"ed-1","Alexandria,  D.C",0,"2023-08-19 14:16:27",0,0,1,0,9,"Generic User 3","DC"
"94",389,389,389,388,"1894-08-18","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//388/vi_quartz_ver01/sn85025007/1894/08/18/ed-1/seq-2/0?user_id=6","sn85025007",1894,8,18,"ed-1","Alexandria,  D.C",0,"2023-08-19 15:50:13",0,0,1,0,9,"Generic User 3","DC"
"95",390,390,390,389,"1899-03-24","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//389/ncu_green_ver01/sn91068367/1899/03/24/ed-1/seq-4/0?user_id=6","sn91068367",1899,3,24,"ed-1","Wilmington,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"96",396,396,396,395,"1899-03-25","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//395/txdn_charlie_ver01/sn86071197/1899/03/25/ed-1/seq-2/0?user_id=6","sn86071197",1899,3,25,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"97",397,397,397,396,"1899-01-07","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//396/ncu_ford_ver02/sn85042104/1899/01/07/ed-1/seq-5/0?user_id=6","sn85042104",1899,1,7,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"98",398,398,398,397,"1899-06-03","The Lafayette gazette","Lafayette","La","https://articleextractor.org/pages//397/lu_iceman_ver01/sn88064111/1899/06/03/ed-1/seq-4/0?user_id=6","sn88064111",1899,6,3,"ed-1","Lafayette,  La",0,"2023-08-19 16:21:13",0,1,0,0,9,"Generic User 3","LA"
"99",399,399,399,398,"1899-04-25","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//398/ncu_green_ver01/sn91068367/1899/04/25/ed-1/seq-1/0?user_id=6","sn91068367",1899,4,25,"ed-1","Wilmington,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"100",404,404,404,403,"1899-08-03","The gold leaf","Henderson","N.C","https://articleextractor.org/pages//403/ncu_haw_ver01/sn91068402/1899/08/03/ed-1/seq-4/0?user_id=6","sn91068402",1899,8,3,"ed-1","Henderson,  N.C",0,"2023-08-21 18:13:00",0,1,0,0,9,"Generic User 3","NC"
"101",408,408,408,407,"1903-03-10","The weekly Corinthian.","Corinth","Miss","https://articleextractor.org/pages//407/msar_karakul_ver02/sn87065046/1903/03/10/ed-1/seq-1/0?user_id=6","sn87065046",1903,3,10,"ed-1","Corinth,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"102",411,411,411,410,"1899-12-26","The evening times","Washington","D.C","https://articleextractor.org/pages//410/dlc_dutch_ver02/sn84024441/1899/12/26/ed-1/seq-5/0?user_id=6","sn84024441",1899,12,26,"ed-1","Washington,  D.C",0,"2023-08-21 18:43:40",0,1,0,0,9,"Generic User 3","DC"
"103",412,412,412,411,"1899-03-29","The Magnolia gazette","Magnolia","Miss","https://articleextractor.org/pages//411/msar_ikat_ver01/sn85034447/1899/03/29/ed-1/seq-4/0?user_id=6","sn85034447",1899,3,29,"ed-1","Magnolia,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"104",413,413,413,412,"1899-11-18","Richmond planet","Richmond","Va","https://articleextractor.org/pages//412/vi_yes_ver01/sn84025841/1899/11/18/ed-1/seq-4/0?user_id=6","sn84025841",1899,11,18,"ed-1","Richmond,  Va",0,"2023-08-21 18:51:42",0,0,1,0,9,"Generic User 3","VA"
"105",416,416,416,415,"1899-07-01","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//415/txdn_charlie_ver01/sn86071197/1899/07/01/ed-1/seq-6/0?user_id=6","sn86071197",1899,7,1,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"106",417,417,417,416,"1899-08-12","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//416/ncu_griffin_ver01/sn85042104/1899/08/12/ed-1/seq-3/0?user_id=6","sn85042104",1899,8,12,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"107",423,423,423,422,"1899-12-24","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//422/ncu_griffin_ver01/sn85042104/1899/12/24/ed-1/seq-10/0?user_id=6","sn85042104",1899,12,24,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"108",427,427,427,426,"1899-05-23","Virginian-pilot.","Norfolk","Va","https://articleextractor.org/pages//426/vi_hazel_ver01/sn86071779/1899/05/23/ed-1/seq-11/0?user_id=6","sn86071779",1899,5,23,"ed-1","Norfolk,  Va",0,"2023-08-21 19:23:42",0,0,1,0,9,"Generic User 3","VA"
"109",431,431,431,430,"1899-05-06","El Paso daily herald.","El Paso","Tex","https://articleextractor.org/pages//430/txdn_gmc_ver02/sn86064199/1899/05/06/ed-1/seq-2/0?user_id=6","sn86064199",1899,5,6,"ed-1","El Paso,  Tex",0,"2023-08-21 19:39:38",0,1,0,0,9,"Generic User 3","TX"
"110",440,440,440,439,"1899-06-25","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//439/ncu_griffin_ver01/sn85042104/1899/06/25/ed-1/seq-1/0?user_id=6","sn85042104",1899,6,25,"ed-1","Raleigh,  N.C",0,"2023-08-22 14:52:29",0,1,0,0,9,"Generic User 3","NC"
"111",442,442,442,441,"1899-04-08","The morning news","Savannah","Ga","https://articleextractor.org/pages//441/gu_fletcher_ver01/sn86063034/1899/04/08/ed-1/seq-8/0?user_id=6","sn86063034",1899,4,8,"ed-1","Savannah,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"112",445,445,445,444,"1903-10-21","The weekly Corinthian.","Corinth","Miss","https://articleextractor.org/pages//444/msar_karakul_ver02/sn87065046/1903/10/21/ed-1/seq-8/0?user_id=6","sn87065046",1903,10,21,"ed-1","Corinth,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"113",449,449,449,448,"1903-06-05","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//448/ncu_green_ver01/sn91068367/1903/06/05/ed-1/seq-6/0?user_id=6","sn91068367",1903,6,5,"ed-1","Wilmington,  N.C",0,"2023-08-22 15:14:04",0,1,0,0,9,"Generic User 3","NC"
"114",452,452,452,451,"1899-05-15","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//451/txdn_charlie_ver01/sn86071197/1899/05/15/ed-1/seq-5/0?user_id=6","sn86071197",1899,5,15,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"115",457,457,457,456,"1903-07-02","The Bossier banner","Bellevue","Bossi","https://articleextractor.org/pages//456/lu_ninetails_ver01/sn85034235/1903/07/02/ed-1/seq-2/0?user_id=6","sn85034235",1903,7,2,"ed-1","Bellevue,  Bossi",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"116",462,462,462,461,"1903-06-25","Tazewell Republican","Tazewell","Va","https://articleextractor.org/pages//461/vi_zztop_ver01/sn95079154/1903/06/25/ed-1/seq-1/0?user_id=6","sn95079154",1903,6,25,"ed-1","Tazewell,  Va",0,"2023-08-22 16:10:34",0,0,1,0,9,"Generic User 3","VA"
"117",464,464,464,463,"1920-10-06","Richmond times-dispatch","Richmond","Va","https://articleextractor.org/pages//463/vi_White_ver01/sn83045389/1920/10/06/ed-1/seq-6/0?user_id=6","sn83045389",1920,10,6,"ed-1","Richmond,  Va",0,"2023-08-22 16:19:40",0,0,1,0,9,"Generic User 3","VA"
"118",466,466,466,465,"1920-04-24","The Dallas express","Dallas","Tex","https://articleextractor.org/pages//465/txdn_audi_ver01/sn83025779/1920/04/24/ed-1/seq-1/0?user_id=6","sn83025779",1920,4,24,"ed-1","Dallas,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"119",471,471,471,470,"1903-07-23","Oxford eagle.","Oxford","Lafayet","https://articleextractor.org/pages//470/msar_diamond_ver01/sn87065469/1903/07/23/ed-1/seq-1/0?user_id=6","sn87065469",1903,7,23,"ed-1","Oxford,  Lafayet",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"120",478,478,478,477,"1920-02-12","The Era-leader","Franklinton","La","https://articleextractor.org/pages//477/lu_forge_ver01/sn88064305/1920/02/12/ed-1/seq-1/0?user_id=6","sn88064305",1920,2,12,"ed-1","Franklinton,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"121",479,479,479,478,"1920-11-24","The Chattanooga news","Chattanooga","Te","https://articleextractor.org/pages//478/tu_anita_ver01/sn85038531/1920/11/24/ed-1/seq-1/0?user_id=6","sn85038531",1920,11,24,"ed-1","Chattanooga,  Te",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"122",490,490,490,489,"1903-08-07","Virginia citizen.","Irvington","Va","https://articleextractor.org/pages//489/vi_defleppard_ver01/sn95079220/1903/08/07/ed-1/seq-2/0?user_id=6","sn95079220",1903,8,7,"ed-1","Irvington,  Va",0,"2023-08-23 21:51:02",0,1,0,0,9,"Generic User 3","VA"
"123",492,492,492,491,"1903-07-09","The Caucasian.","Clinton","N.C","https://articleextractor.org/pages//491/ncu_haw_ver01/sn91068245/1903/07/09/ed-1/seq-1/0?user_id=6","sn91068245",1903,7,9,"ed-1","Clinton,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"124",496,496,496,495,"1920-07-26","The news scimitar.","Memphis","Tenn","https://articleextractor.org/pages//495/tu_dinah_ver01/sn98069867/1920/07/26/ed-1/seq-3/0?user_id=6","sn98069867",1920,7,26,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"125",497,497,497,496,"1903-06-26","The times dispatch","Richmond","Va","https://articleextractor.org/pages//496/vi_gualala_ver01/sn85038615/1903/06/26/ed-1/seq-2/0?user_id=6","sn85038615",1903,6,26,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"126",500,500,500,499,"1903-08-15","The times dispatch","Richmond","Va","https://articleextractor.org/pages//499/vi_gualala_ver01/sn85038615/1903/08/15/ed-1/seq-4/0?user_id=6","sn85038615",1903,8,15,"ed-1","Richmond,  Va",0,"2023-08-23 22:10:03",0,1,0,0,9,"Generic User 3","VA"
"127",504,504,504,503,"1920-04-30","The Aberdeen weekly","Aberdeen","Miss","https://articleextractor.org/pages//503/msar_junebug_ver01/sn86074011/1920/04/30/ed-1/seq-6/0?user_id=6","sn86074011",1920,4,30,"ed-1","Aberdeen,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"128",507,507,507,506,"1920-02-09","El Paso herald.","El Paso","Tex","https://articleextractor.org/pages//506/txdn_fiji_ver01/sn88084272/1920/02/09/ed-1/seq-1/0?user_id=6","sn88084272",1920,2,9,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"129",509,509,509,508,"1920-08-13","McNairy County independent.","Selmer","McNairy","https://articleextractor.org/pages//508/tu_eddie_ver02/sn89058154/1920/08/13/ed-1/seq-3/0?user_id=6","sn89058154",1920,8,13,"ed-1","Selmer,  McNairy",0,"2023-08-24 22:26:05",0,1,0,0,9,"Isabella Carrero-Baptista","TN"
"130",515,515,515,514,"1921-08-05","The daily times","Wilson","N.C","https://articleextractor.org/pages//514/ncu_adam_ver02/sn92073954/1921/08/05/ed-1/seq-1/0?user_id=6","sn92073954",1921,8,5,"ed-1","Wilson,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"131",519,519,519,518,"1921-01-24","Richmond times-dispatch","Richmond","Va","https://articleextractor.org/pages//518/vi_White_ver01/sn83045389/1921/01/24/ed-1/seq-2/0?user_id=6","sn83045389",1921,1,24,"ed-1","Richmond,  Va",0,"2023-08-24 22:39:48",0,0,1,0,9,"Isabella Carrero-Baptista","VA"
"132",521,521,521,520,"1918-05-24","The Chattanooga news","Chattanooga","Te","https://articleextractor.org/pages//520/tu_bertha_ver01/sn85038531/1918/05/24/ed-1/seq-3/0?user_id=6","sn85038531",1918,5,24,"ed-1","Chattanooga,  Te",0,"2023-08-24 22:42:19",0,1,0,0,9,"Isabella Carrero-Baptista","TN"
"133",522,522,522,521,"1920-08-14","Richmond planet","Richmond","Va","https://articleextractor.org/pages//521/vi_lauren_ver02/sn84025841/1920/08/14/ed-1/seq-9/0?user_id=6","sn84025841",1920,8,14,"ed-1","Richmond,  Va",0,"2023-08-24 22:43:33",0,1,0,0,9,"Isabella Carrero-Baptista","VA"
"134",523,523,523,522,"1920-12-27","Evening star","Washington","D.C","https://articleextractor.org/pages//522/dlc_hooloovoo_ver01/sn83045462/1920/12/27/ed-1/seq-10/0?user_id=6","sn83045462",1920,12,27,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"135",524,524,524,523,"1918-04-26","El Paso herald.","El Paso","Tex","https://articleextractor.org/pages//523/txdn_hungary_ver01/sn88084272/1918/04/26/ed-1/seq-7/0?user_id=6","sn88084272",1918,4,26,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"136",529,529,529,528,"1920-06-16","The log cabin Democrat","Conway","Ark 1908-current","https://articleextractor.org/pages//528/arhi_bulbasaur_ver01/sn85033000/1920/06/16/ed-1/seq-1/0?user_id=6","sn85033000",1920,6,16,"ed-1","Conway,  Ark 1908-current",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"137",531,531,531,530,"1920-06-16","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//530/vi_julian_ver01/sn85025007/1920/06/16/ed-1/seq-3/0?user_id=6","sn85025007",1920,6,16,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"138",532,532,532,531,"1903-04-25","The Grenada sentinel","Grenada","Miss","https://articleextractor.org/pages//531/msar_eyelet_ver02/sn85034375/1903/04/25/ed-1/seq-2/0?user_id=6","sn85034375",1903,4,25,"ed-1","Grenada,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"139",536,536,536,535,"1901-02-26","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//535/ncu_green_ver01/sn91068367/1901/02/26/ed-1/seq-7/0?user_id=6","sn91068367",1901,2,26,"ed-1","Wilmington,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"140",543,543,543,542,"1903-07-19","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//542/ncu_hamm_ver01/sn85042104/1903/07/19/ed-1/seq-1/0?user_id=6","sn85042104",1903,7,19,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"141",544,544,544,543,"1903-05-28","The times dispatch","Richmond","Va","https://articleextractor.org/pages//543/vi_gualala_ver01/sn85038615/1903/05/28/ed-1/seq-1/0?user_id=6","sn85038615",1903,5,28,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"142",549,549,549,548,"1921-10-29","Brownsville herald","Brownsville","Te","https://articleextractor.org/pages//548/txdn_burnett_ver01/sn86063730/1921/10/29/ed-1/seq-2/0?user_id=6","sn86063730",1921,10,29,"ed-1","Brownsville,  Te",0,"2023-08-24 23:45:52",0,1,0,0,9,"Isabella Carrero-Baptista","TX"
"143",553,553,553,552,"1921-02-19","The Dallas express","Dallas","Tex","https://articleextractor.org/pages//552/txdn_audi_ver01/sn83025779/1921/02/19/ed-1/seq-5/0?user_id=6","sn83025779",1921,2,19,"ed-1","Dallas,  Tex",0,"2023-08-24 23:49:11",0,1,0,0,9,"Isabella Carrero-Baptista","TX"
"144",565,565,565,564,"1934-06-04","Brownsville herald","Brownsville","Te","https://articleextractor.org/pages//564/txdn_gomez_ver01/sn86063730/1934/06/04/ed-2/seq-3/0?user_id=6","sn86063730",1934,6,4,"ed-2","Brownsville,  Te",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"145",585,585,585,584,"1919-10-06","The Chattanooga news","Chattanooga","Te","https://articleextractor.org/pages//584/tu_anita_ver01/sn85038531/1919/10/06/ed-1/seq-9/0?user_id=6","sn85038531",1919,10,6,"ed-1","Chattanooga,  Te",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"146",586,586,586,585,"1934-01-30","Brownsville herald","Brownsville","Te","https://articleextractor.org/pages//585/txdn_gomez_ver01/sn86063730/1934/01/30/ed-1/seq-1/0?user_id=6","sn86063730",1934,1,30,"ed-1","Brownsville,  Te",0,"2023-08-28 13:35:16",0,1,0,0,1,"Mohamed Salama","TX"
"147",587,587,587,586,"1919-10-11","The Dallas express","Dallas","Tex","https://articleextractor.org/pages//586/txdn_audi_ver01/sn83025779/1919/10/11/ed-1/seq-1/0?user_id=6","sn83025779",1919,10,11,"ed-1","Dallas,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"148",595,595,595,594,"1934-01-18","Evening star","Washington","D.C","https://articleextractor.org/pages//594/dlc_1duchamp_ver01/sn83045462/1934/01/18/ed-1/seq-6/0?user_id=6","sn83045462",1934,1,18,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"149",596,596,596,595,"1919-11-17","The Washington herald","Washington","D.C","https://articleextractor.org/pages//595/dlc_englishsetter_ver01/sn83045433/1919/11/17/ed-1/seq-4/0?user_id=6","sn83045433",1919,11,17,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"150",597,597,597,596,"1919-08-28","El Paso herald.","El Paso","Tex","https://articleextractor.org/pages//596/txdn_hungary_ver01/sn88084272/1919/08/28/ed-1/seq-1/0?user_id=6","sn88084272",1919,8,28,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"151",602,602,602,601,"1919-09-23","The Birmingham age-herald","Birmingham","Ala","https://articleextractor.org/pages//601/au_carver_ver01/sn85038485/1919/09/23/ed-1/seq-2/0?user_id=6","sn85038485",1919,9,23,"ed-1","Birmingham,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
"152",605,605,605,604,"1919-10-24","Atlanta semi-weekly journal.","Atlanta","Ga","https://articleextractor.org/pages//604/gu_hydrus_ver01/sn86090947/1919/10/24/ed-1/seq-2/0?user_id=6","sn86090947",1919,10,24,"ed-1","Atlanta,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"153",611,611,611,610,"1919-10-17","The Morgan County press.","Wartburg","Tenn","https://articleextractor.org/pages//610/tu_harry_ver01/sn99065839/1919/10/17/ed-1/seq-2/0?user_id=6","sn99065839",1919,10,17,"ed-1","Wartburg,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"154",612,612,612,611,"1920-03-02","The Lakeland evening telegram.","Lakeland","Fla","https://articleextractor.org/pages//611/fu_gainesville_ver01/sn95047222/1920/03/02/ed-1/seq-1/0?user_id=6","sn95047222",1920,3,2,"ed-1","Lakeland,  Fla",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","FL"
"155",613,613,613,612,"1921-01-29","The Dallas express","Dallas","Tex","https://articleextractor.org/pages//612/txdn_audi_ver01/sn83025779/1921/01/29/ed-1/seq-1/0?user_id=6","sn83025779",1921,1,29,"ed-1","Dallas,  Tex",0,"2023-08-29 01:08:19",0,1,0,0,9,"Isabella Carrero-Baptista","TX"
"156",615,615,615,614,"1920-07-08","Pine Bluff daily graphic.","Pine Bluff","Ark","https://articleextractor.org/pages//614/arhi_littlefeat_ver01/sn89051168/1920/07/08/ed-1/seq-4/0?user_id=6","sn89051168",1920,7,8,"ed-1","Pine Bluff,  Ark",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"157",620,620,620,619,"1920-02-14","The Dallas express","Dallas","Tex","https://articleextractor.org/pages//619/txdn_audi_ver01/sn83025779/1920/02/14/ed-1/seq-1/0?user_id=6","sn83025779",1920,2,14,"ed-1","Dallas,  Tex",0,"2023-08-29 01:27:22",0,1,0,0,9,"Isabella Carrero-Baptista","TX"
"158",623,623,623,622,"1919-07-25","The Ocala banner.","Ocala","Marion C","https://articleextractor.org/pages//622/fu_edugator_ver01/sn88074815/1919/07/25/ed-1/seq-1/0?user_id=6","sn88074815",1919,7,25,"ed-1","Ocala,  Marion C",0,"2023-08-29 22:28:32",0,1,0,0,9,"Isabella Carrero-Baptista","FL"
"159",631,631,631,630,"1920-10-18","El Paso herald.","El Paso","Tex","https://articleextractor.org/pages//630/txdn_greenland_ver01/sn88084272/1920/10/18/ed-1/seq-1/0?user_id=6","sn88084272",1920,10,18,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"160",635,635,635,634,"1920-06-25","The Birmingham age-herald","Birmingham","Ala","https://articleextractor.org/pages//634/au_carver_ver01/sn85038485/1920/06/25/ed-1/seq-4/0?user_id=6","sn85038485",1920,6,25,"ed-1","Birmingham,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
"161",638,638,638,637,"1920-05-28","El Paso herald.","El Paso","Tex","https://articleextractor.org/pages//637/txdn_fiji_ver01/sn88084272/1920/05/28/ed-1/seq-2/0?user_id=6","sn88084272",1920,5,28,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"162",639,639,639,638,"1920-03-06","The Dallas express","Dallas","Tex","https://articleextractor.org/pages//638/txdn_audi_ver01/sn83025779/1920/03/06/ed-1/seq-4/0?user_id=6","sn83025779",1920,3,6,"ed-1","Dallas,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"163",641,641,641,640,"1919-09-24","The Washington herald","Washington","D.C","https://articleextractor.org/pages//640/dlc_englishsetter_ver01/sn83045433/1919/09/24/ed-1/seq-3/0?user_id=6","sn83045433",1919,9,24,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"164",646,646,646,645,"1920-06-23","The Birmingham age-herald","Birmingham","Ala","https://articleextractor.org/pages//645/au_carver_ver01/sn85038485/1920/06/23/ed-1/seq-5/0?user_id=6","sn85038485",1920,6,23,"ed-1","Birmingham,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
